"","Date.of.Patch_HOToto","Date.Release","lunar.day","coral.id","Timepoint","Treatment.1","Treatment.2","treat.zone","Treat.zone.2","Reef","Larval_No","Length_1","Width_1","Volume_1","Length_2","Width_2","Shape_class"
"1",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.671,0.649,0.15597426,0.671,0.649,"Circular"
"2",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.59,0.549,0.08629134,0.59,0.549,"Circular"
"3",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.737,0.701,0.219527793,0.737,0.701,"Circular"
"4",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.729,0.73,0.232926701,0.729,0.73,"Circular"
"5",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.671,0.589,0.128467753,0.671,0.589,"Circular"
"6",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.895,0.682,0.306431438,0.895,0.682,"Circular"
"7",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.732,0.577,0.146721003,0.732,0.577,"Circular"
"8",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.602,0.6,0.107303523,0.602,0.6,"Circular"
"9",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.609,0.595,0.107990864,0.609,0.595,"Circular"
"10",20170713,20170713,-10,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.753,0.69,0.222027431,0.753,0.69,"Circular"
"11",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.96,0.882,0.589655204,0.96,0.882,"Circular"
"12",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.64,0.545,0.100062524,0.64,0.545,"Circular"
"13",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.816,0.367,0.073761705,0.816,0.367,"Pear"
"14",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.792,0.773,0.308267578,0.792,0.773,"Circular"
"15",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.565,0.57,0.085303157,0.565,0.57,"Circular"
"16",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,1.021,0.507,0.220386964,1.021,0.507,"Pear"
"17",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.613,0.48,0.071206874,0.613,0.48,"Circular"
"18",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.885,0.797,0.409186864,0.885,0.797,"Circular"
"19",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,1.326,0.474,0.324909366,1.326,0.474,"Pear"
"20",20170713,20170713,-10,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,1.236,0.511,0.328093209,1.236,0.511,"Pear"
"21",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.954,0.924,0.639085834,0.954,0.924,"Circular"
"22",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,1.045,0.549,0.270704683,1.045,0.549,"Pear"
"23",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,1.022,0.69,0.408995446,1.022,0.69,"Circular"
"24",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.842,0.852,0.423274272,0.842,0.852,"Circular"
"25",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.942,0.877,0.5613316,0.942,0.877,"Circular"
"26",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.937,0.962,0.66826363,0.937,0.962,"Circular"
"27",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.704,0.682,0.189597483,0.704,0.682,"Circular"
"28",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.728,0.778,0.263839887,0.728,0.778,"Circular"
"29",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.894,0.575,0.217334777,0.894,0.575,"Circular"
"30",20170713,20170713,-10,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.798,0.823,0.354751265,0.823,0.798,"Circular"
"31",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.952,0.79,0.465207362,0.952,0.79,"Circular"
"32",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.818,0.813,0.363752677,0.818,0.813,"Circular"
"33",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.851,0.743,0.328817745,0.851,0.743,"Circular"
"34",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.843,0.712,0.296301354,0.843,0.712,"Circular"
"35",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.739,0.812,0.296155249,0.812,0.739,"Circular"
"36",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.761,0.699,0.232724531,0.761,0.699,"Circular"
"37",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.755,0.771,0.278689854,0.771,0.755,"Circular"
"38",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.802,0.806,0.343666595,0.806,0.802,"Circular"
"39",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.766,0.738,0.262838368,0.766,0.738,"Circular"
"40",20170713,20170713,-10,"P6","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.783,0.749,0.282882225,0.783,0.749,"Circular"
"41",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.599,0.567,0.094872045,0.599,0.567,"Circular"
"42",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.7,0.717,0.207182415,0.717,0.7,"Circular"
"43",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.721,0.719,0.221027753,0.721,0.719,"Circular"
"44",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.754,0.774,0.280119352,0.774,0.754,"Circular"
"45",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.7,0.672,0.181992347,0.7,0.672,"Circular"
"46",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.879,0.689,0.301671785,0.879,0.689,"Circular"
"47",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.66,0.525,0.098747243,0.66,0.525,"Circular"
"48",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.77,0.714,0.24859728,0.77,0.714,"Circular"
"49",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.755,0.735,0.253271942,0.755,0.735,"Circular"
"50",20170714,20170714,-9,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.673,0.657,0.160797528,0.673,0.657,"Circular"
"51",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.975,0.876,0.599978853,0.975,0.876,"Circular"
"52",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.801,0.816,0.351369329,0.801,0.816,"Circular"
"53",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.84,0.888,0.457617899,0.888,0.84,"Circular"
"54",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.744,0.753,0.258139416,0.753,0.744,"Circular"
"55",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.644,0.886,0.267767385,0.886,0.644,"Circular"
"56",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.801,0.817,0.352231056,0.817,0.801,"Circular"
"57",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.87,0.706,0.310289019,0.87,0.706,"Circular"
"58",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.707,0.657,0.177454929,0.707,0.657,"Circular"
"59",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.753,0.745,0.258833805,0.753,0.745,"Circular"
"60",20170714,20170714,-9,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.694,0.74,0.216920641,0.74,0.694,"Circular"
"61",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.758,0.499,0.1176679,0.758,0.499,"Circular"
"62",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.825,0.555,0.172429815,0.825,0.555,"Circular"
"63",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.722,0.663,0.188460332,0.722,0.663,"Circular"
"64",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.898,0.589,0.230092129,0.898,0.589,"Circular"
"65",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.791,0.603,0.187113917,0.791,0.603,"Circular"
"66",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.736,0.446,0.088622469,0.736,0.446,"Circular"
"67",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.741,0.853,0.328588967,0.853,0.741,"Circular"
"68",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.891,0.843,0.464011834,0.891,0.843,"Circular"
"69",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.645,0.891,0.271639759,0.891,0.645,"Circular"
"70",20170714,20170714,-9,"P4","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.747,0.754,0.260917011,0.754,0.747,"Circular"
"71",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.827,0.704,0.278788488,0.827,0.704,"Circular"
"72",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.844,0.875,0.448558921,0.875,0.844,"Circular"
"73",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.399,0.4,0.020950012,0.399,0.4,"Circular"
"74",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.733,0.734,0.238077618,0.734,0.733,"Circular"
"75",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.641,0.492,0.081802159,0.641,0.492,"Circular"
"76",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.969,0.567,0.248274532,0.969,0.567,"Pear"
"77",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.702,0.642,0.16705627,0.702,0.642,"Circular"
"78",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.713,0.704,0.207225348,0.713,0.704,"Circular"
"79",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.595,0.604,0.106224894,0.604,0.595,"Circular"
"80",20170714,20170714,-9,"P7","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.889,0.768,0.383393249,0.889,0.768,"Circular"
"81",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.867,0.859,0.456187123,0.867,0.859,"Circular"
"82",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.825,0.803,0.360958678,0.825,0.803,"Circular"
"83",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.831,0.789,0.353569304,0.831,0.789,"Circular"
"84",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.807,0.927,0.460283108,0.927,0.807,"Circular"
"85",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.768,0.734,0.261356352,0.768,0.734,"Circular"
"86",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.765,0.694,0.231825022,0.765,0.694,"Circular"
"87",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.758,0.623,0.18341422,0.758,0.623,"Circular"
"88",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.604,0.773,0.179288059,0.773,0.604,"Circular"
"89",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.778,0.962,0.46071021,0.962,0.778,"Circular"
"90",20170715,20170715,-8,"P1","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.887,0.879,0.499969474,0.887,0.879,"Circular"
"91",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.741,0.609,0.167490238,0.741,0.609,"Circular"
"92",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.645,1.021,0.356688751,1.021,0.645,"Circular"
"93",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.67,0.598,0.132029346,0.67,0.598,"Circular"
"94",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.706,0.702,0.202023609,0.706,0.702,"Circular"
"95",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.836,0.724,0.301306282,0.836,0.724,"Circular"
"96",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.748,0.59,0.160186428,0.748,0.59,"Circular"
"97",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.952,0.826,0.508572052,0.952,0.826,"Circular"
"98",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.847,0.75,0.331900454,0.847,0.75,"Circular"
"99",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.756,0.416,0.081348351,0.756,0.416,"Circular"
"100",20170715,20170715,-8,"P2","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.679,0.574,0.124934342,0.679,0.574,"Circular"
"101",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.631,0.627,0.128739643,0.631,0.627,"Circular"
"102",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.756,0.706,0.23429957,0.756,0.706,"Circular"
"103",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.895,0.66,0.286980535,0.895,0.66,"Circular"
"104",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.731,0.737,0.238719683,0.737,0.731,"Circular"
"105",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.615,0.577,0.103566752,0.615,0.577,"Circular"
"106",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.637,0.664,0.147140939,0.664,0.637,"Circular"
"107",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.63,0.671,0.146975396,0.671,0.63,"Circular"
"108",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.589,0.649,0.120181739,0.649,0.589,"Circular"
"109",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.634,0.691,0.157853098,0.691,0.634,"Circular"
"110",20170715,20170715,-8,"P3","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.794,0.894,0.414414118,0.894,0.794,"Circular"
"111",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.862,0.931,0.529702952,0.931,0.862,"Circular"
"112",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.918,0.972,0.654841797,0.972,0.918,"Circular"
"113",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,1.026,1.175,1.195333123,1.175,1.051,"Circular"
"114",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.714,0.661,0.183196783,0.714,0.661,"Circular"
"115",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,0.958,0.948,0.678369311,0.958,0.948,"Circular"
"116",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,0.808,0.722,0.279908197,0.808,0.722,"Circular"
"117",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.932,0.864,0.533307645,0.932,0.864,"Circular"
"118",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",8,0.458,0.418,0.030144079,0.458,0.418,"Circular"
"119",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",9,0.765,0.834,0.334790766,0.834,0.765,"Circular"
"120",20170715,20170715,-8,"P5","T1","Ambient","N/A","Patch_AMB","N/A","Patch",10,0.914,0.989,0.672052922,0.989,0.914,"Circular"
"121",20170715,20170715,-8,"P10","T1","Ambient","N/A","Patch_AMB","N/A","Patch",1,0.711,0.693,0.199675219,0.711,0.693,"Irregular"
"122",20170715,20170715,-8,"P10","T1","Ambient","N/A","Patch_AMB","N/A","Patch",2,0.954,0.827,0.511948492,0.954,0.827,"Circular"
"123",20170715,20170715,-8,"P10","T1","Ambient","N/A","Patch_AMB","N/A","Patch",3,0.895,0.764,0.384548647,0.895,0.764,"Circular"
"124",20170715,20170715,-8,"P10","T1","Ambient","N/A","Patch_AMB","N/A","Patch",4,0.678,0.871,0.286823147,0.871,0.678,"Circular"
"125",20170715,20170715,-8,"P10","T1","Ambient","N/A","Patch_AMB","N/A","Patch",5,1.025,0.99,0.846908749,1.032,0.976,"Circular"
"126",20170715,20170715,-8,"P10","T1","Ambient","N/A","Patch_AMB","N/A","Patch",6,1.002,0.992,0.812600877,1.007,0.988,"Circular"
"127",20170715,20170715,-8,"P10","T1","Ambient","N/A","Patch_AMB","N/A","Patch",7,0.948,0.987,0.720061315,0.987,0.948,"Circular"
